,date,fa_date,reason
13,2038-07-06,14170415,15 تیر شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
14,2038-08-15,14170524,24 اَمرداد ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
15,2038-08-29,14170607,7 شهریورمبعث رسول اکرم (ص)[ 27 رجب ]
16,2038-09-15,14170624,24 شهریورولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
17,2038-10-21,14170729,29 مهر شهادت حضرت علی علیه السلام[ 21 رمضان ]
18,2038-10-30,14170808,8 آبان عید سعید فطر[ 1 شوال ]
19,2038-10-31,14170809,9 آبان تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
20,2038-11-23,14170902,2 آذر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
21,2039-01-06,14171016,16 دی عید سعید قربان[ 10 ذوالحجه ]
22,2039-01-14,14171024,24 دی عید سعید غدیر خم[ 18 ذوالحجه ]
23,2039-02-04,14171115,15 بهمن تاسوعای حسینی[ 9 محرم ]
24,2039-02-05,14171116,16 بهمن عاشورای حسینی[ 10 محرم ]
25,2039-02-11,14171122,22 بهمن پیروزی انقلاب اسلامی
26,2039-03-16,14171225,25 اسفند اربعین حسینی[ 20 صفر ]
27,2039-03-20,14171229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2039-03-21,14180101,1 فروردین جشن نوروز/جشن سال نو
1,2039-03-22,14180102,2 فروردین عیدنوروز
2,2039-03-23,14180103,3 فروردین عیدنوروز
3,2039-03-24,14180104,4 فروردین عیدنوروز
4,2039-03-24,14180104,4 فروردین رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
5,2039-03-26,14180106,6 فروردین شهادت امام رضا علیه السلام[ 30 صفر ]
6,2039-04-01,14180112,12 فروردین روز جمهوری اسلامی
7,2039-04-02,14180113,13 فروردین جشن سیزده به در
8,2039-04-03,14180114,14 فروردین شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
9,2039-04-12,14180123,23 فروردین میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
10,2039-06-04,14180314,14 خرداد رحلت حضرت امام خمینی
11,2039-06-05,14180315,15 خرداد قیام 15 خرداد
12,2039-06-26,14180405,5 تیر شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
13,2039-08-04,14180513,13 اَمرداد ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
14,2039-08-18,14180527,27 اَمرداد مبعث رسول اکرم (ص)[ 27 رجب ]
15,2039-09-05,14180614,14 شهریورولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
16,2039-10-10,14180718,18 مهر شهادت حضرت علی علیه السلام[ 21 رمضان ]
17,2039-10-20,14180728,28 مهر عید سعید فطر[ 1 شوال ]
18,2039-10-21,14180729,29 مهر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
19,2039-11-13,14180822,22 آبان شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
20,2039-12-27,14181006,6 دی عید سعید قربان[ 10 ذوالحجه ]
21,2040-01-04,14181014,14 دی عید سعید غدیر خم[ 18 ذوالحجه ]
22,2040-01-24,14181104,4 بهمن تاسوعای حسینی[ 9 محرم ]
23,2040-01-25,14181105,5 بهمن عاشورای حسینی[ 10 محرم ]
24,2040-02-11,14181122,22 بهمن پیروزی انقلاب اسلامی
25,2040-03-05,14181215,15 اسفند اربعین حسینی[ 20 صفر ]
26,2040-03-13,14181223,23 اسفند رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
27,2040-03-14,14181224,24 اسفند شهادت امام رضا علیه السلام[ 29 صفر ]
28,2040-03-19,14181229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2040-03-20,14190101,1 فروردین جشن نوروز/جشن سال نو
1,2040-03-21,14190102,2 فروردین عیدنوروز
2,2040-03-22,14190103,3 فروردین عیدنوروز
3,2040-03-22,14190103,3 فروردین شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
4,2040-03-23,14190104,4 فروردین عیدنوروز
5,2040-03-31,14190112,12 فروردین روز جمهوری اسلامی
6,2040-03-31,14190112,12 فروردین میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
7,2040-04-01,14190113,13 فروردین جشن سیزده به در
8,2040-06-03,14190314,14 خرداد رحلت حضرت امام خمینی
9,2040-06-04,14190315,15 خرداد قیام 15 خرداد
10,2040-06-14,14190325,25 خرداد شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
11,2040-07-23,14190502,2 اَمرداد ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
12,2040-08-06,14190516,16 اَمرداد مبعث رسول اکرم (ص)[ 27 رجب ]
13,2040-08-24,14190603,3 شهریورولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
14,2040-09-28,14190707,7 مهر شهادت حضرت علی علیه السلام[ 21 رمضان ]
15,2040-10-08,14190717,17 مهر عید سعید فطر[ 1 شوال ]
16,2040-10-09,14190718,18 مهر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
17,2040-11-01,14190811,11 آبان شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
18,2040-12-15,14190925,25 آذر عید سعید قربان[ 10 ذوالحجه ]
19,2040-12-23,14191003,3 دی عید سعید غدیر خم[ 18 ذوالحجه ]
20,2041-01-13,14191024,24 دی تاسوعای حسینی[ 9 محرم ]
21,2041-01-14,14191025,25 دی عاشورای حسینی[ 10 محرم ]
22,2041-02-10,14191122,22 بهمن پیروزی انقلاب اسلامی
23,2041-02-22,14191204,4 اسفند اربعین حسینی[ 20 صفر ]
24,2041-03-02,14191212,12 اسفند رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
25,2041-03-04,14191214,14 اسفند شهادت امام رضا علیه السلام[ 30 صفر ]
26,2041-03-12,14191222,22 اسفند شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
27,2041-03-19,14191229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2041-03-20,14200101,1 فروردین جشن نوروز/جشن سال نو
1,2041-03-21,14200102,2 فروردین عیدنوروز
2,2041-03-21,14200102,2 فروردین میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
3,2041-03-22,14200103,3 فروردین عیدنوروز
4,2041-03-23,14200104,4 فروردین عیدنوروز
5,2041-03-31,14200112,12 فروردین روز جمهوری اسلامی
6,2041-04-01,14200113,13 فروردین جشن سیزده به در
7,2041-06-03,14200314,14 خرداد رحلت حضرت امام خمینی
8,2041-06-03,14200314,14 خرداد شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
9,2041-06-04,14200315,15 خرداد قیام 15 خرداد
10,2041-07-12,14200422,22 تیر ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
11,2041-07-26,14200505,5 اَمرداد مبعث رسول اکرم (ص)[ 27 رجب ]
12,2041-08-13,14200523,23 اَمرداد ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
13,2041-09-18,14200628,28 شهریورشهادت حضرت علی علیه السلام[ 21 رمضان ]
14,2041-09-27,14200706,6 مهر عید سعید فطر[ 1 شوال ]
15,2041-09-28,14200707,7 مهر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
16,2041-10-21,14200730,30 مهر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
17,2041-12-05,14200915,15 آذر عید سعید قربان[ 10 ذوالحجه ]
18,2041-12-13,14200923,23 آذر عید سعید غدیر خم[ 18 ذوالحجه ]
19,2042-01-02,14201013,13 دی تاسوعای حسینی[ 9 محرم ]
20,2042-01-03,14201014,14 دی عاشورای حسینی[ 10 محرم ]
21,2042-02-10,14201122,22 بهمن پیروزی انقلاب اسلامی
22,2042-02-12,14201124,24 بهمن اربعین حسینی[ 20 صفر ]
23,2042-02-20,14201202,2 اسفند رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
24,2042-02-21,14201203,3 اسفند شهادت امام رضا علیه السلام[ 29 صفر ]
25,2042-03-01,14201211,11 اسفند شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
26,2042-03-10,14201220,20 اسفند میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
27,2042-03-19,14201229,29 اسفند روز ملی شدن صنعت نفت ایران
28,2042-03-20,14201230,30 اسفند آخرین روز سال
0,2042-03-21,14210101,1 فروردین جشن نوروز/جشن سال نو
1,2042-03-22,14210102,2 فروردین عیدنوروز
2,2042-03-23,14210103,3 فروردین عیدنوروز
3,2042-03-24,14210104,4 فروردین عیدنوروز
4,2042-04-01,14210112,12 فروردین روز جمهوری اسلامی
5,2042-04-02,14210113,13 فروردین جشن سیزده به در
6,2042-05-23,14210302,2 خرداد شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
7,2042-06-04,14210314,14 خرداد رحلت حضرت امام خمینی
8,2042-06-05,14210315,15 خرداد قیام 15 خرداد
9,2042-07-02,14210411,11 تیر ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
10,2042-07-16,14210425,25 تیر مبعث رسول اکرم (ص)[ 27 رجب ]
11,2042-08-02,14210511,11 اَمرداد ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
12,2042-09-07,14210616,16 شهریورشهادت حضرت علی علیه السلام[ 21 رمضان ]
13,2042-09-16,14210625,25 شهریورعید سعید فطر[ 1 شوال ]
14,2042-09-17,14210626,26 شهریورتعطیل به مناسبت عید سعید فطر[ 2 شوال ]
15,2042-10-10,14210718,18 مهر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
16,2042-11-24,14210903,3 آذر عید سعید قربان[ 10 ذوالحجه ]
17,2042-12-02,14210911,11 آذر عید سعید غدیر خم[ 18 ذوالحجه ]
18,2042-12-23,14211002,2 دی تاسوعای حسینی[ 9 محرم ]
19,2042-12-24,14211003,3 دی عاشورای حسینی[ 10 محرم ]
20,2043-02-01,14211112,12 بهمن اربعین حسینی[ 20 صفر ]
21,2043-02-09,14211120,20 بهمن رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
22,2043-02-11,14211122,22 بهمن پیروزی انقلاب اسلامی
23,2043-02-11,14211122,22 بهمن شهادت امام رضا علیه السلام[ 30 صفر ]
24,2043-02-19,14211130,30 بهمن شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
25,2043-02-28,14211209,9 اسفند میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
26,2043-03-20,14211229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2043-03-21,14220101,1 فروردین جشن نوروز/جشن سال نو
1,2043-03-22,14220102,2 فروردین عیدنوروز
2,2043-03-23,14220103,3 فروردین عیدنوروز
3,2043-03-24,14220104,4 فروردین عیدنوروز
4,2043-04-01,14220112,12 فروردین روز جمهوری اسلامی
5,2043-04-02,14220113,13 فروردین جشن سیزده به در
6,2043-05-13,14220223,23 اردیبهشت شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
7,2043-06-04,14220314,14 خرداد رحلت حضرت امام خمینی
8,2043-06-05,14220315,15 خرداد قیام 15 خرداد
9,2043-06-21,14220331,31 خرداد ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
10,2043-07-05,14220414,14 تیر مبعث رسول اکرم (ص)[ 27 رجب ]
11,2043-07-23,14220501,1 اَمرداد ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
12,2043-08-27,14220605,5 شهریورشهادت حضرت علی علیه السلام[ 21 رمضان ]
13,2043-09-05,14220614,14 شهریورعید سعید فطر[ 1 شوال ]
14,2043-09-06,14220615,15 شهریورتعطیل به مناسبت عید سعید فطر[ 2 شوال ]
15,2043-09-29,14220707,7 مهر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
16,2043-11-13,14220822,22 آبان عید سعید قربان[ 10 ذوالحجه ]
17,2043-11-21,14220830,30 آبان عید سعید غدیر خم[ 18 ذوالحجه ]
18,2043-12-12,14220921,21 آذر تاسوعای حسینی[ 9 محرم ]
19,2043-12-13,14220922,22 آذر عاشورای حسینی[ 10 محرم ]
20,2044-01-22,14221102,2 بهمن اربعین حسینی[ 20 صفر ]
21,2044-01-30,14221110,10 بهمن رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
22,2044-01-31,14221111,11 بهمن شهادت امام رضا علیه السلام[ 29 صفر ]
23,2044-02-08,14221119,19 بهمن شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
24,2044-02-11,14221122,22 بهمن پیروزی انقلاب اسلامی
25,2044-02-17,14221128,28 بهمن میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
26,2044-03-19,14221229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2044-03-20,14230101,1 فروردین جشن نوروز/جشن سال نو
1,2044-03-21,14230102,2 فروردین عیدنوروز
2,2044-03-22,14230103,3 فروردین عیدنوروز
3,2044-03-23,14230104,4 فروردین عیدنوروز
4,2044-03-31,14230112,12 فروردین روز جمهوری اسلامی
5,2044-04-01,14230113,13 فروردین جشن سیزده به در
6,2044-05-02,14230213,13 اردیبهشت شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
7,2044-06-03,14230314,14 خرداد رحلت حضرت امام خمینی
8,2044-06-04,14230315,15 خرداد قیام 15 خرداد
9,2044-06-10,14230321,21 خرداد ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
10,2044-06-24,14230404,4 تیر مبعث رسول اکرم (ص)[ 27 رجب ]
11,2044-07-11,14230421,21 تیر ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
12,2044-08-16,14230526,26 اَمرداد شهادت حضرت علی علیه السلام[ 21 رمضان ]
13,2044-08-25,14230604,4 شهریورعید سعید فطر[ 1 شوال ]
14,2044-08-26,14230605,5 شهریورتعطیل به مناسبت عید سعید فطر[ 2 شوال ]
15,2044-09-18,14230628,28 شهریورشهادت امام جعفر صادق علیه السلام[ 25 شوال ]
16,2044-11-01,14230811,11 آبان عید سعید قربان[ 10 ذوالحجه ]
17,2044-11-09,14230819,19 آبان عید سعید غدیر خم[ 18 ذوالحجه ]
18,2044-11-30,14230910,10 آذر تاسوعای حسینی[ 9 محرم ]
19,2044-12-01,14230911,11 آذر عاشورای حسینی[ 10 محرم ]
20,2045-01-10,14231021,21 دی اربعین حسینی[ 20 صفر ]
21,2045-01-18,14231029,29 دی رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
22,2045-01-19,14231030,30 دی شهادت امام رضا علیه السلام[ 29 صفر ]
23,2045-01-27,14231108,8 بهمن شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
24,2045-02-05,14231117,17 بهمن میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
25,2045-02-10,14231122,22 بهمن پیروزی انقلاب اسلامی
26,2045-03-19,14231229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2045-03-20,14240101,1 فروردین جشن نوروز/جشن سال نو
1,2045-03-21,14240102,2 فروردین عیدنوروز
2,2045-03-22,14240103,3 فروردین عیدنوروز
3,2045-03-23,14240104,4 فروردین عیدنوروز
4,2045-03-31,14240112,12 فروردین روز جمهوری اسلامی
5,2045-04-01,14240113,13 فروردین جشن سیزده به در
6,2045-04-21,14240202,2 اردیبهشت شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
7,2045-05-31,14240311,11 خرداد ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
8,2045-06-03,14240314,14 خرداد رحلت حضرت امام خمینی
9,2045-06-04,14240315,15 خرداد قیام 15 خرداد
10,2045-06-14,14240325,25 خرداد مبعث رسول اکرم (ص)[ 27 رجب ]
11,2045-07-01,14240411,11 تیر ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
12,2045-08-05,14240515,15 اَمرداد شهادت حضرت علی علیه السلام[ 21 رمضان ]
13,2045-08-15,14240525,25 اَمرداد عید سعید فطر[ 1 شوال ]
14,2045-08-16,14240526,26 اَمرداد تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
15,2045-09-08,14240618,18 شهریورشهادت امام جعفر صادق علیه السلام[ 25 شوال ]
16,2045-10-22,14240801,1 آبان عید سعید قربان[ 10 ذوالحجه ]
17,2045-10-30,14240809,9 آبان عید سعید غدیر خم[ 18 ذوالحجه ]
18,2045-11-19,14240829,29 آبان تاسوعای حسینی[ 9 محرم ]
19,2045-11-20,14240830,30 آبان عاشورای حسینی[ 10 محرم ]
20,2045-12-30,14241010,10 دی اربعین حسینی[ 20 صفر ]
21,2046-01-07,14241018,18 دی رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
22,2046-01-08,14241019,19 دی شهادت امام رضا علیه السلام[ 29 صفر ]
23,2046-01-16,14241027,27 دی شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
24,2046-01-25,14241106,6 بهمن میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
25,2046-02-10,14241122,22 بهمن پیروزی انقلاب اسلامی
26,2046-03-19,14241229,29 اسفند روز ملی شدن صنعت نفت ایران
27,2046-03-20,14241230,30 اسفند آخرین روز سال
0,2046-03-21,14250101,1 فروردین جشن نوروز/جشن سال نو
1,2046-03-22,14250102,2 فروردین عیدنوروز
2,2046-03-23,14250103,3 فروردین عیدنوروز
3,2046-03-24,14250104,4 فروردین عیدنوروز
4,2046-04-01,14250112,12 فروردین روز جمهوری اسلامی
5,2046-04-02,14250113,13 فروردین جشن سیزده به در
6,2046-04-10,14250121,21 فروردین شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
7,2046-05-20,14250230,30 اردیبهشت ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
8,2046-06-03,14250313,13 خرداد مبعث رسول اکرم (ص)[ 27 رجب ]
9,2046-06-04,14250314,14 خرداد رحلت حضرت امام خمینی
10,2046-06-05,14250315,15 خرداد قیام 15 خرداد
11,2046-06-20,14250330,30 خرداد ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
12,2046-07-26,14250504,4 اَمرداد شهادت حضرت علی علیه السلام[ 21 رمضان ]
13,2046-08-04,14250513,13 اَمرداد عید سعید فطر[ 1 شوال ]
14,2046-08-05,14250514,14 اَمرداد تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
15,2046-08-28,14250606,6 شهریورشهادت امام جعفر صادق علیه السلام[ 25 شوال ]
16,2046-10-11,14250719,19 مهر عید سعید قربان[ 10 ذوالحجه ]
17,2046-10-19,14250727,27 مهر عید سعید غدیر خم[ 18 ذوالحجه ]
18,2046-11-09,14250818,18 آبان تاسوعای حسینی[ 9 محرم ]
19,2046-11-10,14250819,19 آبان عاشورای حسينی[ 10 محرم ]
20,2046-12-19,14250928,28 آذر اربعین حسینی[ 20 صفر ]
21,2046-12-27,14251006,6 دی رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
22,2046-12-28,14251007,7 دی شهادت امام رضا علیه السلام[ 29 صفر ]
23,2047-01-05,14251015,15 دی شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
24,2047-01-14,14251024,24 دی میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
25,2047-02-11,14251122,22 بهمن پیروزی انقلاب اسلامی
26,2047-03-20,14251229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2047-03-21,14260101,1 فروردین جشن نوروز/جشن سال نو
1,2047-03-22,14260102,2 فروردین عیدنوروز
2,2047-03-23,14260103,3 فروردین عیدنوروز
3,2047-03-24,14260104,4 فروردین عیدنوروز
4,2047-03-30,14260110,10 فروردین شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
5,2047-04-01,14260112,12 فروردین روز جمهوری اسلامی
6,2047-04-02,14260113,13 فروردین جشن سیزده به در
7,2047-05-09,14260219,19 اردیبهشت ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
8,2047-05-23,14260302,2 خرداد مبعث رسول اکرم (ص)[ 27 رجب ]
9,2047-06-04,14260314,14 خرداد رحلت حضرت امام خمینی
10,2047-06-05,14260315,15 خرداد قیام 15 خرداد
11,2047-06-10,14260320,20 خرداد ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
12,2047-07-15,14260424,24 تیر شهادت حضرت علی علیه السلام[ 21 رمضان ]
13,2047-07-25,14260503,3 اَمرداد عید سعید فطر[ 1 شوال ]
14,2047-07-26,14260504,4 اَمرداد تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
15,2047-08-18,14260527,27 اَمرداد شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
16,2047-10-01,14260709,9 مهر عید سعید قربان[ 10 ذوالحجه ]
17,2047-10-09,14260717,17 مهر عید سعید غدیر خم[ 18 ذوالحجه ]
18,2047-10-29,14260807,7 آبان تاسوعای حسینی[ 9 محرم ]
19,2047-10-30,14260808,8 آبان عاشورای حسینی[ 10 محرم ]
20,2047-12-09,14260918,18 آذر اربعین حسینی[ 20 صفر ]
21,2047-12-17,14260926,26 آذر رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
22,2047-12-18,14260927,27 آذر شهادت امام رضا علیه السلام[ 29 صفر ]
23,2047-12-26,14261005,5 دی شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
24,2048-01-04,14261014,14 دی میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
25,2048-02-11,14261122,22 بهمن پیروزی انقلاب اسلامی
26,2048-03-19,14261229,29 اسفند روز ملی شدن صنعت نفت ایران
27,2048-03-19,14261229,29 اسفند شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
0,2048-03-20,14270101,1 فروردین جشن نوروز/جشن سال نو
1,2048-03-21,14270102,2 فروردین عیدنوروز
2,2048-03-22,14270103,3 فروردین عیدنوروز
3,2048-03-23,14270104,4 فروردین عیدنوروز
4,2048-03-31,14270112,12 فروردین روز جمهوری اسلامی
5,2048-04-01,14270113,13 فروردین جشن سیزده به در
6,2048-04-27,14270208,8 اردیبهشت ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
7,2048-05-11,14270222,22 اردیبهشت مبعث رسول اکرم (ص)[ 27 رجب ]
8,2048-05-29,14270309,9 خرداد ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
9,2048-06-03,14270314,14 خرداد رحلت حضرت امام خمینی
10,2048-06-04,14270315,15 خرداد قیام 15 خرداد
11,2048-07-03,14270413,13 تیر شهادت حضرت علی علیه السلام[ 21 رمضان ]
12,2048-07-13,14270423,23 تیر عید سعید فطر[ 1 شوال ]
13,2048-07-14,14270424,24 تیر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
14,2048-08-06,14270516,16 اَمرداد شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
15,2048-09-20,14270630,30 شهریورعید سعید قربان[ 10 ذوالحجه ]
16,2048-09-28,14270707,7 مهر عید سعید غدیر خم[ 18 ذوالحجه ]
17,2048-10-18,14270727,27 مهر تاسوعای حسینی[ 9 محرم ]
18,2048-10-19,14270728,28 مهر عاشورای حسینی[ 10 محرم ]
19,2048-11-27,14270907,7 آذر اربعین حسینی[ 20 صفر ]
20,2048-12-05,14270915,15 آذر رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
21,2048-12-07,14270917,17 آذر شهادت امام رضا علیه السلام[ 30 صفر ]
22,2048-12-15,14270925,25 آذر شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
23,2048-12-24,14271004,4 دی میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
24,2049-02-10,14271122,22 بهمن پیروزی انقلاب اسلامی
25,2049-03-08,14271218,18 اسفند شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
26,2049-03-19,14271229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2049-03-20,14280101,1 فروردین جشن نوروز/جشن سال نو
1,2049-03-21,14280102,2 فروردین عیدنوروز
2,2049-03-22,14280103,3 فروردین عیدنوروز
3,2049-03-23,14280104,4 فروردین عیدنوروز
4,2049-03-31,14280112,12 فروردین روز جمهوری اسلامی
5,2049-04-01,14280113,13 فروردین جشن سیزده به در
6,2049-04-16,14280128,28 فروردین ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
7,2049-04-30,14280211,11 اردیبهشت مبعث رسول اکرم (ص)[ 27 رجب ]
8,2049-05-18,14280229,29 اردیبهشت ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
9,2049-06-03,14280314,14 خرداد رحلت حضرت امام خمینی
10,2049-06-04,14280315,15 خرداد قیام 15 خرداد
11,2049-06-23,14280403,3 تیر شهادت حضرت علی علیه السلام[ 21 رمضان ]
12,2049-07-02,14280412,12 تیر عید سعید فطر[ 1 شوال ]
13,2049-07-03,14280413,13 تیر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
14,2049-07-26,14280505,5 اَمرداد شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
15,2049-09-09,14280619,19 شهریورعید سعید قربان[ 10 ذوالحجه ]
16,2049-09-17,14280627,27 شهریورعید سعید غدیر خم[ 18 ذوالحجه ]
17,2049-10-07,14280716,16 مهر تاسوعای حسینی[ 9 محرم ]
18,2049-10-08,14280717,17 مهر عاشورای حسینی[ 10 محرم ]
19,2049-11-17,14280827,27 آبان اربعین حسینی[ 20 صفر ]
20,2049-11-25,14280905,5 آذر رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
21,2049-11-26,14280906,6 آذر شهادت امام رضا علیه السلام[ 29 صفر ]
22,2049-12-04,14280914,14 آذر شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
23,2049-12-13,14280923,23 آذر میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
24,2050-02-10,14281122,22 بهمن پیروزی انقلاب اسلامی
25,2050-02-26,14281208,8 اسفند شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
26,2050-03-19,14281229,29 اسفند روز ملی شدن صنعت نفت ایران
27,2050-03-20,14281230,30 اسفند آخرین روز سال
0,2050-03-21,14290101,1 فروردین جشن نوروز/جشن سال نو
1,2050-03-22,14290102,2 فروردین عیدنوروز
2,2050-03-23,14290103,3 فروردین عیدنوروز
3,2050-03-24,14290104,4 فروردین عیدنوروز
4,2050-04-01,14290112,12 فروردین روز جمهوری اسلامی
5,2050-04-02,14290113,13 فروردین جشن سیزده به در
6,2050-04-06,14290117,17 فروردین ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
7,2050-04-20,14290131,31 فروردین مبعث رسول اکرم (ص)[ 27 رجب ]
8,2050-05-07,14290217,17 اردیبهشت ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
9,2050-06-04,14290314,14 خرداد رحلت حضرت امام خمینی
