,date,fa_date,reason
20,2014-12-13,13930922,22 آذر اربعین حسینی[ 20 صفر ]
21,2014-12-21,13930930,30 آذر رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
22,2014-12-23,13931002,2 دی شهادت امام رضا علیه السلام[ 30 صفر ]
23,2014-12-31,13931010,10 دی شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
24,2015-01-09,13931019,19 دی میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
25,2015-02-11,13931122,22 بهمن پیروزی انقلاب اسلامی
26,2015-03-20,13931229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2015-03-21,13940101,1 فروردین جشن نوروز/جشن سال نو
1,2015-03-22,13940102,2 فروردین عیدنوروز
2,2015-03-23,13940103,3 فروردین عیدنوروز
3,2015-03-24,13940104,4 فروردین عیدنوروز
4,2015-03-24,13940104,4 فروردین شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
5,2015-04-01,13940112,12 فروردین روز جمهوری اسلامی
6,2015-04-02,13940113,13 فروردین جشن سیزده به در
7,2015-05-02,13940212,12 اردیبهشت ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
8,2015-05-16,13940226,26 اردیبهشت مبعث رسول اکرم (ص)[ 27 رجب ]
9,2015-06-03,13940313,13 خرداد ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
10,2015-06-04,13940314,14 خرداد رحلت حضرت امام خمینی
11,2015-06-05,13940315,15 خرداد قیام 15 خرداد
12,2015-07-08,13940417,17 تیر شهادت حضرت علی علیه السلام[ 21 رمضان ]
13,2015-07-18,13940427,27 تیر عید سعید فطر[ 1 شوال ]
14,2015-07-19,13940428,28 تیر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
15,2015-08-11,13940520,20 اَمرداد شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
16,2015-09-24,13940702,2 مهر عید سعید قربان[ 10 ذوالحجه ]
17,2015-10-02,13940710,10 مهر عید سعید غدیر خم[ 18 ذوالحجه ]
18,2015-10-23,13940801,1 آبان تاسوعای حسینی[ 9 محرم ]
19,2015-10-24,13940802,2 آبان عاشورای حسینی[ 10 محرم ]
20,2015-12-02,13940911,11 آذر اربعین حسینی[ 20 صفر ]
21,2015-12-10,13940919,19 آذر رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
22,2015-12-12,13940921,21 آذر شهادت امام رضا علیه السلام[ 30 صفر ]
23,2015-12-20,13940929,29 آذر شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
24,2015-12-29,13941008,8 دی میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
25,2016-02-11,13941122,22 بهمن پیروزی انقلاب اسلامی
26,2016-03-13,13941223,23 اسفند شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
27,2016-03-19,13941229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2016-03-20,13950101,1 فروردین جشن نوروز/جشن سال نو
1,2016-03-21,13950102,2 فروردین عیدنوروز
2,2016-03-22,13950103,3 فروردین عیدنوروز
3,2016-03-23,13950104,4 فروردین عیدنوروز
4,2016-03-31,13950112,12 فروردین روز جمهوری اسلامی
5,2016-04-01,13950113,13 فروردین جشن سیزده به در
6,2016-04-21,13950202,2 اردیبهشت ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
7,2016-05-05,13950216,16 اردیبهشت مبعث رسول اکرم (ص)[ 27 رجب ]
8,2016-05-22,13950302,2 خرداد ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
9,2016-06-03,13950314,14 خرداد رحلت حضرت امام خمینی
10,2016-06-04,13950315,15 خرداد قیام 15 خرداد
11,2016-06-27,13950407,7 تیر شهادت حضرت علی علیه السلام[ 21 رمضان ]
12,2016-07-06,13950416,16 تیر عید سعید فطر[ 1 شوال ]
13,2016-07-07,13950417,17 تیر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
14,2016-07-30,13950509,9 اَمرداد شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
15,2016-09-12,13950622,22 شهریورعید سعید قربان[ 10 ذوالحجه ]
16,2016-09-20,13950630,30 شهریورعید سعید غدیر خم[ 18 ذوالحجه ]
17,2016-10-11,13950720,20 مهر تاسوعای حسینی[ 9 محرم ]
18,2016-10-12,13950721,21 مهر عاشورای حسینی[ 10 محرم ]
19,2016-11-20,13950830,30 آبان اربعین حسینی[ 20 صفر ]
20,2016-11-28,13950908,8 آذر رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
21,2016-11-30,13950910,10 آذر شهادت امام رضا علیه السلام[ 30 صفر ]
22,2016-12-08,13950918,18 آذر شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
23,2016-12-17,13950927,27 آذر میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
24,2017-02-10,13951122,22 بهمن پیروزی انقلاب اسلامی
25,2017-03-02,13951212,12 اسفند شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
26,2017-03-19,13951229,29 اسفند روز ملی شدن صنعت نفت ایران
27,2017-03-20,13951230,30 اسفند آخرین روز سال
0,2017-03-21,13960101,1 فروردین جشن نوروز/جشن سال نو
1,2017-03-22,13960102,2 فروردین عیدنوروز
2,2017-03-23,13960103,3 فروردین عیدنوروز
3,2017-03-24,13960104,4 فروردین عیدنوروز
4,2017-04-01,13960112,12 فروردین روز جمهوری اسلامی
5,2017-04-02,13960113,13 فروردین جشن سیزده به در
6,2017-04-11,13960122,22 فروردین ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
7,2017-04-25,13960205,5 اردیبهشت مبعث رسول اکرم (ص)[ 27 رجب ]
8,2017-05-12,13960222,22 اردیبهشت ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
9,2017-06-04,13960314,14 خرداد رحلت حضرت امام خمینی
10,2017-06-05,13960315,15 خرداد قیام 15 خرداد
11,2017-06-16,13960326,26 خرداد شهادت حضرت علی علیه السلام[ 21 رمضان ]
12,2017-06-26,13960405,5 تیر عید سعید فطر[ 1 شوال ]
13,2017-06-27,13960406,6 تیر تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
14,2017-07-20,13960429,29 تیر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
15,2017-09-01,13960610,10 شهریورعید سعید قربان[ 10 ذوالحجه ]
16,2017-09-09,13960618,18 شهریورعید سعید غدیر خم[ 18 ذوالحجه ]
17,2017-09-30,13960708,8 مهر تاسوعای حسینی[ 9 محرم ]
18,2017-10-01,13960709,9 مهر عاشورای حسینی[ 10 محرم ]
19,2017-11-09,13960818,18 آبان اربعین حسینی[ 20 صفر ]
20,2017-11-17,13960826,26 آبان رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
21,2017-11-19,13960828,28 آبان شهادت امام رضا علیه السلام[ 30 صفر ]
22,2017-11-27,13960906,6 آذر شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
23,2017-12-06,13960915,15 آذر میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
24,2018-02-11,13961122,22 بهمن پیروزی انقلاب اسلامی
25,2018-02-20,13961201,1 اسفند شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
26,2018-03-20,13961229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2018-03-21,13970101,1 فروردین جشن نوروز/جشن سال نو
1,2018-03-22,13970102,2 فروردین عیدنوروز
2,2018-03-23,13970103,3 فروردین عیدنوروز
3,2018-03-24,13970104,4 فروردین عیدنوروز
4,2018-03-31,13970111,11 فروردین ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
5,2018-04-01,13970112,12 فروردین روز جمهوری اسلامی
6,2018-04-02,13970113,13 فروردین جشن سیزده به در
7,2018-04-14,13970125,25 فروردین مبعث رسول اکرم (ص)[ 27 رجب ]
8,2018-05-02,13970212,12 اردیبهشت ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
9,2018-06-04,13970314,14 خرداد رحلت حضرت امام خمینی
10,2018-06-05,13970315,15 خرداد قیام 15 خرداد
11,2018-06-06,13970316,16 خرداد شهادت حضرت علی علیه السلام[ 21 رمضان ]
12,2018-06-15,13970325,25 خرداد عید سعید فطر[ 1 شوال ]
13,2018-06-16,13970326,26 خرداد تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
14,2018-07-09,13970418,18 تیر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
15,2018-08-22,13970531,31 اَمرداد عید سعید قربان[ 10 ذوالحجه ]
16,2018-08-30,13970608,8 شهریورعید سعید غدیر خم[ 18 ذوالحجه ]
17,2018-09-19,13970628,28 شهریورتاسوعای حسینی[ 9 محرم ]
18,2018-09-20,13970629,29 شهریورعاشورای حسینی[ 10 محرم ]
19,2018-10-30,13970808,8 آبان اربعین حسینی[ 20 صفر ]
20,2018-11-07,13970816,16 آبان رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
21,2018-11-08,13970817,17 آبان شهادت امام رضا علیه السلام[ 29 صفر ]
22,2018-11-16,13970825,25 آبان شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
23,2018-11-25,13970904,4 آذر میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
24,2019-02-09,13971120,20 بهمن شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
25,2019-02-11,13971122,22 بهمن پیروزی انقلاب اسلامی
26,2019-03-20,13971229,29 اسفند روز ملی شدن صنعت نفت ایران
27,2019-03-20,13971229,29 اسفند ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
0,2019-03-21,13980101,1 فروردین جشن نوروز/جشن سال نو
1,2019-03-22,13980102,2 فروردین عیدنوروز
2,2019-03-23,13980103,3 فروردین عیدنوروز
3,2019-03-24,13980104,4 فروردین عیدنوروز
4,2019-04-01,13980112,12 فروردین روز جمهوری اسلامی
5,2019-04-02,13980113,13 فروردین جشن سیزده به در
6,2019-04-03,13980114,14 فروردین مبعث رسول اکرم (ص)[ 27 رجب ]
7,2019-04-21,13980201,1 اردیبهشت ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
8,2019-05-27,13980306,6 خرداد شهادت حضرت علی علیه السلام[ 21 رمضان ]
9,2019-06-04,13980314,14 خرداد رحلت حضرت امام خمینی
10,2019-06-05,13980315,15 خرداد قیام 15 خرداد
11,2019-06-05,13980315,15 خرداد عید سعید فطر[ 1 شوال ]
12,2019-06-06,13980316,16 خرداد تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
13,2019-06-29,13980408,8 تیر شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
14,2019-08-12,13980521,21 اَمرداد عید سعید قربان[ 10 ذوالحجه ]
15,2019-08-20,13980529,29 اَمرداد عید سعید غدیر خم[ 18 ذوالحجه ]
16,2019-09-09,13980618,18 شهریورتاسوعای حسینی[ 9 محرم ]
17,2019-09-10,13980619,19 شهریورعاشورای حسینی[ 10 محرم ]
18,2019-10-19,13980727,27 مهر اربعین حسینی[ 20 صفر ]
19,2019-10-27,13980805,5 آبان رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
20,2019-10-29,13980807,7 آبان شهادت امام رضا علیه السلام[ 30 صفر ]
21,2019-11-06,13980815,15 آبان شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
22,2019-11-15,13980824,24 آبان میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
23,2020-01-29,13981109,9 بهمن شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
24,2020-02-11,13981122,22 بهمن پیروزی انقلاب اسلامی
25,2020-03-08,13981218,18 اسفند ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
26,2020-03-19,13981229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2020-03-20,13990101,1 فروردین جشن نوروز/جشن سال نو
1,2020-03-21,13990102,2 فروردین عیدنوروز
2,2020-03-22,13990103,3 فروردین عیدنوروز
3,2020-03-22,13990103,3 فروردین مبعث رسول اکرم (ص)[ 27 رجب ]
4,2020-03-23,13990104,4 فروردین عیدنوروز
5,2020-03-31,13990112,12 فروردین روز جمهوری اسلامی
6,2020-04-01,13990113,13 فروردین جشن سیزده به در
7,2020-04-09,13990121,21 فروردین ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
8,2020-05-15,13990226,26 اردیبهشت شهادت حضرت علی علیه السلام[ 21 رمضان ]
9,2020-05-24,13990304,4 خرداد عید سعید فطر[ 1 شوال ]
10,2020-05-25,13990305,5 خرداد تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
11,2020-06-03,13990314,14 خرداد رحلت حضرت امام خمینی
12,2020-06-04,13990315,15 خرداد قیام 15 خرداد
13,2020-06-17,13990328,28 خرداد شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
14,2020-07-31,13990510,10 اَمرداد عید سعید قربان[ 10 ذوالحجه ]
15,2020-08-08,13990518,18 اَمرداد عید سعید غدیر خم[ 18 ذوالحجه ]
16,2020-08-29,13990608,8 شهریورتاسوعای حسینی[ 9 محرم ]
17,2020-08-30,13990609,9 شهریورعاشورای حسینی[ 10 محرم ]
18,2020-10-08,13990717,17 مهر اربعین حسینی[ 20 صفر ]
19,2020-10-16,13990725,25 مهر رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
20,2020-10-17,13990726,26 مهر شهادت امام رضا علیه السلام[ 29 صفر ]
21,2020-10-25,13990804,4 آبان شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
22,2020-11-03,13990813,13 آبان میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
23,2021-01-17,13991028,28 دی شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
24,2021-02-10,13991122,22 بهمن پیروزی انقلاب اسلامی
25,2021-02-25,13991207,7 اسفند ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
26,2021-03-11,13991221,21 اسفند مبعث رسول اکرم (ص)[ 27 رجب ]
27,2021-03-19,13991229,29 اسفند روز ملی شدن صنعت نفت ایران
28,2021-03-20,13991230,30 اسفند آخرین روز سال
0,2021-03-21,14000101,1 فروردین جشن نوروز/جشن سال نو
1,2021-03-22,14000102,2 فروردین عیدنوروز
2,2021-03-23,14000103,3 فروردین عیدنوروز
3,2021-03-24,14000104,4 فروردین عیدنوروز
4,2021-03-29,14000109,9 فروردین ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
5,2021-04-01,14000112,12 فروردین روز جمهوری اسلامی
6,2021-04-02,14000113,13 فروردین جشن سیزده به در
7,2021-05-04,14000214,14 اردیبهشت شهادت حضرت علی علیه السلام[ 21 رمضان ]
8,2021-05-13,14000223,23 اردیبهشت عید سعید فطر[ 1 شوال ]
9,2021-05-14,14000224,24 اردیبهشت تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
10,2021-06-04,14000314,14 خرداد رحلت حضرت امام خمینی
11,2021-06-05,14000315,15 خرداد قیام 15 خرداد
12,2021-06-06,14000316,16 خرداد شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
13,2021-07-21,14000430,30 تیر عید سعید قربان[ 10 ذوالحجه ]
14,2021-07-29,14000507,7 اَمرداد عید سعید غدیر خم[ 18 ذوالحجه ]
15,2021-08-18,14000527,27 اَمرداد تاسوعای حسینی[ 9 محرم ]
16,2021-08-19,14000528,28 اَمرداد عاشورای حسینی[ 10 محرم ]
17,2021-09-27,14000705,5 مهر اربعین حسینی[ 20 صفر ]
18,2021-10-05,14000713,13 مهر رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
19,2021-10-07,14000715,15 مهر شهادت امام رضا علیه السلام[ 30 صفر ]
20,2021-10-15,14000723,23 مهر شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
21,2021-10-24,14000802,2 آبان میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
22,2022-01-06,14001016,16 دی شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
23,2022-02-11,14001122,22 بهمن پیروزی انقلاب اسلامی
24,2022-02-15,14001126,26 بهمن ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
25,2022-03-01,14001210,10 اسفند مبعث رسول اکرم (ص)[ 27 رجب ]
26,2022-03-18,14001227,27 اسفند ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
27,2022-03-20,14001229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2022-03-21,14010101,1 فروردین جشن نوروز/جشن سال نو
1,2022-03-22,14010102,2 فروردین عیدنوروز
2,2022-03-23,14010103,3 فروردین عیدنوروز
3,2022-03-24,14010104,4 فروردین عیدنوروز
4,2022-04-01,14010112,12 فروردین روز جمهوری اسلامی
5,2022-04-02,14010113,13 فروردین جشن سیزده به در
6,2022-04-23,14010203,3 اردیبهشت شهادت حضرت علی علیه السلام[ 21 رمضان ]
7,2022-05-02,14010212,12 اردیبهشت عید سعید فطر[ 1 شوال ]
8,2022-05-03,14010213,13 اردیبهشت تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
9,2022-05-26,14010305,5 خرداد شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
10,2022-06-04,14010314,14 خرداد رحلت حضرت امام خمینی
11,2022-06-05,14010315,15 خرداد قیام 15 خرداد
12,2022-07-10,14010419,19 تیر عید سعید قربان[ 10 ذوالحجه ]
13,2022-07-18,14010427,27 تیر عید سعید غدیر خم[ 18 ذوالحجه ]
14,2022-08-07,14010516,16 اَمرداد تاسوعای حسینی[ 9 محرم ]
15,2022-08-08,14010517,17 اَمرداد عاشورای حسینی[ 10 محرم ]
16,2022-09-17,14010626,26 شهریوراربعین حسینی[ 20 صفر ]
17,2022-09-25,14010703,3 مهر رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
18,2022-09-27,14010705,5 مهر شهادت امام رضا علیه السلام[ 30 صفر ]
19,2022-10-05,14010713,13 مهر شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
20,2022-10-14,14010722,22 مهر میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
21,2022-12-27,14011006,6 دی شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
22,2023-02-04,14011115,15 بهمن ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
23,2023-02-11,14011122,22 بهمن پیروزی انقلاب اسلامی
24,2023-02-18,14011129,29 بهمن مبعث رسول اکرم (ص)[ 27 رجب ]
25,2023-03-08,14011217,17 اسفند ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
26,2023-03-20,14011229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2023-03-21,14020101,1 فروردین جشن نوروز/جشن سال نو
1,2023-03-22,14020102,2 فروردین عیدنوروز
2,2023-03-23,14020103,3 فروردین عیدنوروز
3,2023-03-24,14020104,4 فروردین عیدنوروز
4,2023-04-01,14020112,12 فروردین روز جمهوری اسلامی
5,2023-04-02,14020113,13 فروردین جشن سیزده به در
6,2023-04-13,14020124,24 فروردین شهادت حضرت علی علیه السلام[ 21 رمضان ]
7,2023-04-22,14020202,2 اردیبهشت عید سعید فطر[ 1 شوال ]
8,2023-04-23,14020203,3 اردیبهشت تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
9,2023-05-16,14020226,26 اردیبهشت شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
10,2023-06-04,14020314,14 خرداد رحلت حضرت امام خمینی
11,2023-06-05,14020315,15 خرداد قیام 15 خرداد
12,2023-06-29,14020408,8 تیر عید سعید قربان[ 10 ذوالحجه ]
13,2023-07-07,14020416,16 تیر عید سعید غدیر خم[ 18 ذوالحجه ]
14,2023-07-28,14020506,6 اَمرداد تاسوعای حسینی[ 9 محرم ]
15,2023-07-29,14020507,7 اَمرداد عاشورای حسینی[ 10 محرم ]
16,2023-09-06,14020615,15 شهریوراربعین حسینی[ 20 صفر ]
17,2023-09-14,14020623,23 شهریوررحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
18,2023-09-16,14020625,25 شهریورشهادت امام رضا علیه السلام[ 30 صفر ]
19,2023-09-24,14020702,2 مهر شهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
20,2023-10-03,14020711,11 مهر میلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
21,2023-12-17,14020926,26 آذر شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
22,2024-01-26,14021106,6 بهمن ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
23,2024-02-09,14021120,20 بهمن مبعث رسول اکرم (ص)[ 27 رجب ]
24,2024-02-11,14021122,22 بهمن پیروزی انقلاب اسلامی
25,2024-02-26,14021207,7 اسفند ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
26,2024-03-19,14021229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2024-03-20,14030101,1 فروردین جشن نوروز/جشن سال نو
1,2024-03-21,14030102,2 فروردین عیدنوروز
2,2024-03-22,14030103,3 فروردین عیدنوروز
3,2024-03-23,14030104,4 فروردین عیدنوروز
4,2024-03-31,14030112,12 فروردین روز جمهوری اسلامی
5,2024-04-01,14030113,13 فروردین جشن سیزده به در
6,2024-04-01,14030113,13 فروردین شهادت حضرت علی علیه السلام[ 21 رمضان ]
7,2024-04-11,14030123,23 فروردین عید سعید فطر[ 1 شوال ]
8,2024-04-12,14030124,24 فروردین تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
9,2024-05-05,14030216,16 اردیبهشت شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
10,2024-06-03,14030314,14 خرداد رحلت حضرت امام خمینی
11,2024-06-04,14030315,15 خرداد قیام 15 خرداد
12,2024-06-17,14030328,28 خرداد عید سعید قربان[ 10 ذوالحجه ]
13,2024-06-25,14030405,5 تیر عید سعید غدیر خم[ 18 ذوالحجه ]
14,2024-07-16,14030426,26 تیر تاسوعای حسینی[ 9 محرم ]
15,2024-07-17,14030427,27 تیر عاشورای حسینی[ 10 محرم ]
16,2024-08-25,14030604,4 شهریوراربعین حسینی[ 20 صفر ]
17,2024-09-02,14030612,12 شهریوررحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
18,2024-09-04,14030614,14 شهریورشهادت امام رضا علیه السلام[ 30 صفر ]
19,2024-09-12,14030622,22 شهریورشهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
20,2024-09-21,14030631,31 شهریورمیلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
21,2024-12-05,14030915,15 آذر شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
22,2025-01-14,14031025,25 دی ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
23,2025-01-28,14031109,9 بهمن مبعث رسول اکرم (ص)[ 27 رجب ]
24,2025-02-10,14031122,22 بهمن پیروزی انقلاب اسلامی
25,2025-02-15,14031127,27 بهمن ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
26,2025-03-19,14031229,29 اسفند روز ملی شدن صنعت نفت ایران
27,2025-03-20,14031230,30 اسفند آخرین روز سال
0,2025-03-21,14040101,1 فروردین جشن نوروز/جشن سال نو
1,2025-03-22,14040102,2 فروردین عیدنوروز
2,2025-03-22,14040102,2 فروردین شهادت حضرت علی علیه السلام[ 21 رمضان ]
3,2025-03-23,14040103,3 فروردین عیدنوروز
4,2025-03-24,14040104,4 فروردین عیدنوروز
5,2025-03-31,14040111,11 فروردین عید سعید فطر[ 1 شوال ]
6,2025-04-01,14040112,12 فروردین روز جمهوری اسلامی
7,2025-04-01,14040112,12 فروردین تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
8,2025-04-02,14040113,13 فروردین جشن سیزده به در
9,2025-04-24,14040204,4 اردیبهشت شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
10,2025-06-04,14040314,14 خرداد رحلت حضرت امام خمینی
11,2025-06-05,14040315,15 خرداد قیام 15 خرداد
12,2025-06-07,14040317,17 خرداد عید سعید قربان[ 10 ذوالحجه ]
13,2025-06-15,14040325,25 خرداد عید سعید غدیر خم[ 18 ذوالحجه ]
14,2025-07-05,14040414,14 تیر تاسوعای حسینی[ 9 محرم ]
15,2025-07-06,14040415,15 تیر عاشورای حسینی[ 10 محرم ]
16,2025-08-15,14040524,24 اَمرداد اربعین حسینی[ 20 صفر ]
17,2025-08-23,14040601,1 شهریوررحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
18,2025-08-24,14040602,2 شهریورشهادت امام رضا علیه السلام[ 29 صفر ]
19,2025-09-01,14040610,10 شهریورشهادت امام حسن عسکری علیه السلام[ 8 ربيع الاول ]
20,2025-09-10,14040619,19 شهریورمیلاد رسول اکرم و امام جعفر صادق علیه السلام[ 17 ربيع الاول ]
21,2025-11-25,14040904,4 آذر شهادت حضرت فاطمه زهرا سلام الله علیها[ 3 جمادي الثانيه ]
22,2026-01-03,14041013,13 دی ولادت امام علی علیه السلام و روز پدر[ 13 رجب ]
23,2026-01-17,14041027,27 دی مبعث رسول اکرم (ص)[ 27 رجب ]
24,2026-02-04,14041115,15 بهمن ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان[ 15 شعبان ]
25,2026-02-11,14041122,22 بهمن پیروزی انقلاب اسلامی
26,2026-03-11,14041220,20 اسفند شهادت حضرت علی علیه السلام[ 21 رمضان ]
27,2026-03-20,14041229,29 اسفند روز ملی شدن صنعت نفت ایران
0,2026-03-21,14050101,1 فروردین جشن نوروز/جشن سال نو
1,2026-03-21,14050101,1 فروردین عید سعید فطر[ 1 شوال ]
2,2026-03-22,14050102,2 فروردین عیدنوروز
3,2026-03-22,14050102,2 فروردین تعطیل به مناسبت عید سعید فطر[ 2 شوال ]
4,2026-03-23,14050103,3 فروردین عیدنوروز
5,2026-03-24,14050104,4 فروردین عیدنوروز
6,2026-04-01,14050112,12 فروردین روز جمهوری اسلامی
7,2026-04-02,14050113,13 فروردین جشن سیزده به در
8,2026-04-14,14050125,25 فروردین شهادت امام جعفر صادق علیه السلام[ 25 شوال ]
9,2026-05-28,14050307,7 خرداد عید سعید قربان[ 10 ذوالحجه ]
10,2026-06-04,14050314,14 خرداد رحلت حضرت امام خمینی
11,2026-06-05,14050315,15 خرداد قیام 15 خرداد
12,2026-06-05,14050315,15 خرداد عید سعید غدیر خم[ 18 ذوالحجه ]
13,2026-06-25,14050404,4 تیر تاسوعای حسینی[ 9 محرم ]
14,2026-06-26,14050405,5 تیر عاشورای حسینی[ 10 محرم ]
15,2026-08-04,14050513,13 اَمرداد اربعین حسینی[ 20 صفر ]
16,2026-08-12,14050521,21 اَمرداد رحلترسول اکرم؛شهادت امام حسن مجتبی علیه السلام[ 28 صفر ]
17,2026-08-14,14050523,23 اَمرداد شهادت امام رضا علیه السلام[ 30 صفر ]
